Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2018,S08000026,,under75 years,,Males,,Stroke,0,,0,,0
2018,S08000026,,under75 years,,Females,,Stroke,0,,0,,0
2018,S08000028,,under75 years,,Males,,Stroke,,c,,c,25.467001133281553
2018,S08000028,,under75 years,,Females,,Stroke,,c,,c,21.465220293902807
2018,S08000029,,under75 years,,Males,,Stroke,14,,8.39237971921495,,7.816826121885462
2018,S08000029,,under75 years,,Females,,Stroke,12,,6.96306096159872,,6.35820463713317
2018,S08000030,,under75 years,,Males,,Stroke,15,,8.07358806400741,,7.575836908743131
2018,S08000030,,under75 years,,Females,,Stroke,12,,6.32824612658602,,5.805221974719978
2018,S08000031,,under75 years,,Males,,Stroke,67,,12.5055294971844,,14.317194571534012
2018,S08000031,,under75 years,,Females,,Stroke,42,,7.62161926745351,,8.27298185700719
2018,S08000032,,under75 years,,Males,,Stroke,40,,13.4080159823551,,14.031657215024468
2018,S08000032,,under75 years,,Females,,Stroke,26,,8.40319838658591,,8.26974062445059
2018,S92000003,d,under75 years,,Males,,Stroke,265,,10.7624090576435,,10.97258993557876
2018,S92000003,d,under75 years,,Females,,Stroke,199,,7.89341118325803,,7.619564165659865
2019,S08000015,,under75 years,,Males,,Stroke,19,,11.7744024490757,,10.134593197228376
2019,S08000015,,under75 years,,Females,,Stroke,26,,15.2246217267063,,12.782187996369272
2019,S08000016,,under75 years,,Males,,Stroke,7,,13.8148805999605,,10.183074844452625
2019,S08000016,,under75 years,,Females,,Stroke,3,,5.74426530846705,,4.461581725361253
2019,S08000017,,under75 years,,Males,,Stroke,11,,17.0057510358048,,12.867265779852602
2019,S08000017,,under75 years,,Females,,Stroke,9,,13.5035784482888,,10.659743330907643
2019,S08000019,,under75 years,,Males,,Stroke,12,,8.65020724454857,,8.293128311920496
2019,S08000019,,under75 years,,Females,,Stroke,13,,9.15731563858188,,8.670485587267686
2019,S08000020,,under75 years,,Males,,Stroke,18,,6.63423264042459,,6.870343448722257
2019,S08000020,,under75 years,,Females,,Stroke,19,,7.1172244323077,,6.997395239957283
2019,S08000022,,under75 years,,Males,,Stroke,17,,11.8017036106271,,9.709522647800728
2019,S08000022,,under75 years,,Females,,Stroke,13,,9.00626281660478,,7.575385611281656
2019,S08000024,,under75 years,,Males,,Stroke,35,,8.43532037346779,,9.89491185241716
2019,S08000024,,under75 years,,Females,,Stroke,25,,5.86629998380901,,6.341607255926207
2019,S08000025,,under75 years,,Males,,Stroke,,c,,c,8.058608058608058
2019,S08000025,,under75 years,,Females,,Stroke,0,,0,,0
2019,S08000026,,under75 years,,Males,,Stroke,,c,,c,9.508414947228296
2019,S08000026,,under75 years,,Females,,Stroke,0,,0,,0
2019,S08000028,,under75 years,,Males,,Stroke,,c,,c,6.541077969649399
2019,S08000028,,under75 years,,Females,,Stroke,,c,,c,13.189734792994924
2019,S08000029,,under75 years,,Males,,Stroke,18,,10.7723796186578,,10.121436635650747
2019,S08000029,,under75 years,,Females,,Stroke,23,,13.320746193452,,11.642836599700342
2019,S08000030,,under75 years,,Males,,Stroke,22,,11.8182355374343,,10.940368361557534
2019,S08000030,,under75 years,,Females,,Stroke,13,,6.84790796411696,,6.11301348606087
2019,S08000031,,under75 years,,Males,,Stroke,61,,11.3000420509762,,12.706444809700802
2019,S08000031,,under75 years,,Females,,Stroke,39,,7.04248242088042,,7.676074586635952
2019,S08000032,,under75 years,,Males,,Stroke,28,,9.36586410131189,,9.61596849449236
2019,S08000032,,under75 years,,Females,,Stroke,27,,8.70591421772524,,8.378119660170876
2019,S92000003,d,under75 years,,Males,,Stroke,251,,10.1603966359777,,10.25961191799948
2019,S92000003,d,under75 years,,Females,,Stroke,212,,8.38913227485172,,8.067074321246325
2020,S08000015,,under75 years,,Males,,Stroke,23,,14.335041073009,,12.277024824028407
2020,S08000015,,under75 years,,Females,,Stroke,13,,7.65164981341746,,6.052597270433997
2020,S08000016,,under75 years,,Males,,Stroke,8,,15.8591705653794,,11.351680945069296
2020,S08000016,,under75 years,,Females,,Stroke,5,,9.63224103719971,,6.6422938763364305
2020,S08000017,,under75 years,,Males,,Stroke,11,,17.1115674195756,,13.121556571512048
2020,S08000017,,under75 years,,Females,,Stroke,6,,9.06495036939673,,6.638973894413855
2020,S08000019,,under75 years,,Males,,Stroke,17,,12.314022049343,,11.57603277105218
2020,S08000019,,under75 years,,Females,,Stroke,10,,7.06194740261575,,6.434539287601405
2020,S08000020,,under75 years,,Males,,Stroke,25,,9.2300989835815,,9.34190482663908
2020,S08000020,,under75 years,,Females,,Stroke,23,,8.62130361607461,,8.377396594981352
2020,S08000022,,under75 years,,Males,,Stroke,19,,13.2401413210874,,11.900214660843284
2020,S08000022,,under75 years,,Females,,Stroke,11,,7.66726843106777,,5.7752669935298435
2020,S08000024,,under75 years,,Males,,Stroke,35,,8.39320486134426,,9.70580570567329
2020,S08000024,,under75 years,,Females,,Stroke,25,,5.83535431104306,,6.347267559801881
2020,S08000025,,under75 years,,Males,,Stroke,,c,,c,15.89591427657118
2020,S08000025,,under75 years,,Females,,Stroke,0,,0,,0
2020,S08000026,,under75 years,,Males,,Stroke,,c,,c,9.081827263645444
2020,S08000026,,under75 years,,Females,,Stroke,0,,0,,0
2020,S08000028,,under75 years,,Males,,Stroke,,c,,c,24.350928509160184
2020,S08000028,,under75 years,,Females,,Stroke,,c,,c,6.904090673724182
2020,S08000029,,under75 years,,Males,,Stroke,21,,12.5738714950333,,11.915108840020633
2020,S08000029,,under75 years,,Females,,Stroke,22,,12.7526621182172,,11.21972139648451
2020,S08000030,,under75 years,,Males,,Stroke,20,,10.7812643188667,,10.376409247896284
2020,S08000030,,under75 years,,Females,,Stroke,16,,8.45357665544807,,7.323555779310535
2020,S08000031,,under75 years,,Males,,Stroke,68,,12.555275523675,,14.5625898405894
2020,S08000031,,under75 years,,Females,,Stroke,50,,9.01477521657997,,9.782049257714029
2020,S08000032,,under75 years,,Males,,Stroke,47,,15.7342715869185,,15.98125997328778
2020,S08000032,,under75 years,,Females,,Stroke,37,,11.9296345017927,,11.34736355266186
2020,S92000003,d,under75 years,,Males,,Stroke,301,,12.1869749175051,,12.217523716403054
2020,S92000003,d,under75 years,,Females,,Stroke,219,,8.66869094454294,,8.169404537611463
2011,S08000015,,under75 years,,All,d,Stroke,40,,11.7099103899107,,11.33571316347213
2011,S08000015,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000015,,45-64 years,,All,d,Stroke,13,,11.9678892325821,,11.774412449521725
2011,S08000015,,65-74 years,,All,d,Stroke,27,,67.9313641624314,,68.5264731393941
2011,S08000015,,75plus years,,All,d,Stroke,157,,488.04749914514,,512.1972392594607
2011,S08000015,,All,d,All,d,Stroke,197,,52.7076198630137,,56.41325051211111
2011,S08000016,,under75 years,,All,d,Stroke,13,,12.6240556235312,,12.01626202395171
2011,S08000016,,0-44 years,,All,d,Stroke,1,,1.81844631946465,,2.3940010017973425
2011,S08000016,,45-64 years,,All,d,Stroke,3,,8.58909757214842,,7.899602771175488
2011,S08000016,,65-74 years,,All,d,Stroke,9,,68.9232654311533,,71.89183968060941
2011,S08000016,,75plus years,,All,d,Stroke,66,,605.393505778756,,603.5200907496213
2011,S08000016,,All,d,All,d,Stroke,79,,69.371268001405,,65.25160660926197
2011,S08000017,,under75 years,,All,d,Stroke,15,,11.0122456171262,,9.619403871447677
2011,S08000017,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000017,,45-64 years,,All,d,Stroke,2,,4.38020148926851,,4.3601445847279345
2011,S08000017,,65-74 years,,All,d,Stroke,13,,71.7994035126477,,72.36399245775696
2011,S08000017,,75plus years,,All,d,Stroke,77,,506.64561126464,,520.1649311924099
2011,S08000017,,All,d,All,d,Stroke,92,,60.762168945248,,55.56850133033427
2011,S08000019,,under75 years,,All,d,Stroke,24,,8.68605345542064,,9.98167789546322
2011,S08000019,,0-44 years,,All,d,Stroke,3,,1.80810028929605,,1.8475047742531816
2011,S08000019,,45-64 years,,All,d,Stroke,6,,7.25399876682021,,7.779902424706055
2011,S08000019,,65-74 years,,All,d,Stroke,15,,54.2064180398959,,57.37143013550198
2011,S08000019,,75plus years,,All,d,Stroke,122,,560.275545350172,,546.0657674768822
2011,S08000019,,All,d,All,d,Stroke,146,,48.9801395598497,,58.22924595779092
2011,S08000020,,under75 years,,All,d,Stroke,55,,10.4248209300078,,12.56787704530277
2011,S08000020,,0-44 years,,All,d,Stroke,2,,0.618731476726415,,0.6182968308271569
2011,S08000020,,45-64 years,,All,d,Stroke,15,,9.64084633776384,,9.738391314626677
2011,S08000020,,65-74 years,,All,d,Stroke,38,,77.9375269192116,,81.16394404002654
2011,S08000020,,75plus years,,All,d,Stroke,178,,423.880170504608,,404.6371245763619
2011,S08000020,,All,d,All,d,Stroke,233,,40.9073352294673,,47.854109323098086
2011,S08000022,,under75 years,,All,d,Stroke,32,,10.898440160752,,10.510204287502964
2011,S08000022,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000022,,45-64 years,,All,d,Stroke,9,,9.30761673302653,,8.849222214811862
2011,S08000022,,65-74 years,,All,d,Stroke,23,,65.9573857933526,,68.75468585431005
2011,S08000022,,75plus years,,All,d,Stroke,180,,641.940085592011,,653.5148442167554
2011,S08000022,,All,d,All,d,Stroke,212,,65.9081017223155,,68.38062188113568
2011,S08000024,,under75 years,,All,d,Stroke,64,,8.22755356265925,,10.637199444196572
2011,S08000024,,0-44 years,,All,d,Stroke,2,,0.401738725202677,,0.428534546477565
2011,S08000024,,45-64 years,,All,d,Stroke,17,,7.95087295908107,,8.28846625900963
2011,S08000024,,65-74 years,,All,d,Stroke,45,,67.9501698754247,,69.06665981412803
2011,S08000024,,75plus years,,All,d,Stroke,239,,406.905475347317,,393.6158697790691
2011,S08000024,,All,d,All,d,Stroke,303,,36.2175924265787,,45.10527977433511
2011,S08000025,,under75 years,,All,d,Stroke,,c,,c,9.251109256460634
2011,S08000025,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000025,,45-64 years,,All,d,Stroke,,c,,c,16.115835668063372
2011,S08000025,,65-74 years,,All,d,Stroke,,c,,c,39.50298067945128
2011,S08000025,,75plus years,,All,d,Stroke,,c,,c,796.9345090194771
2011,S08000025,,All,d,All,d,Stroke,17,,79.3650793650794,,80.14261523513211
2011,S08000026,,under75 years,,All,d,Stroke,,c,,c,10.211849140152008
2011,S08000026,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000026,,45-64 years,,All,d,Stroke,,c,,c,14.69137616219279
2011,S08000026,,65-74 years,,All,d,Stroke,,c,,c,51.424457471973675
2011,S08000026,,75plus years,,All,d,Stroke,,c,,c,543.5418658886238
2011,S08000026,,All,d,All,d,Stroke,13,,55.9380378657487,,58.211550647514464
2011,S08000028,,under75 years,,All,d,Stroke,,c,,c,6.805809527673514
2011,S08000028,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000028,,45-64 years,,All,d,Stroke,,c,,c,10.027240670488162
2011,S08000028,,65-74 years,,All,d,Stroke,,c,,c,33.67683707146225
2011,S08000028,,75plus years,,All,d,Stroke,,c,,c,214.48258196819404
2011,S08000028,,All,d,All,d,Stroke,9,,32.5027085590466,,25.49671904732036
2011,S08000029,,under75 years,,All,d,Stroke,36,,10.7089631046474,,11.677667817023224
2011,S08000029,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000029,,45-64 years,,All,d,Stroke,11,,10.7627881491918,,10.757048625043817
2011,S08000029,,65-74 years,,All,d,Stroke,25,,70.4940221069253,,74.05771264623354
2011,S08000029,,75plus years,,All,d,Stroke,146,,501.14989874026,,526.7362608559687
2011,S08000029,,All,d,All,d,Stroke,182,,49.8220640569395,,58.032941190528305
2011,S08000030,,under75 years,,All,d,Stroke,41,,10.9899535741473,,11.43289174269694
2011,S08000030,,0-44 years,,All,d,Stroke,3,,1.3688941616664,,1.4621893702433757
2011,S08000030,,45-64 years,,All,d,Stroke,10,,8.82114251437846,,8.823534867722755
2011,S08000030,,65-74 years,,All,d,Stroke,28,,69.0522577622136,,69.29630939025012
2011,S08000030,,75plus years,,All,d,Stroke,176,,473.347318595019,,487.9005767280452
2011,S08000030,,All,d,All,d,Stroke,217,,52.8945764777575,,54.31498339137828
2011,S08000031,,under75 years,,All,d,Stroke,133,,12.6575050439682,,15.330804448430367
2011,S08000031,,0-44 years,,All,d,Stroke,3,,0.456693296960249,,0.5100445204744958
2011,S08000031,,45-64 years,,All,d,Stroke,56,,18.6785586823611,,19.758423279899176
2011,S08000031,,65-74 years,,All,d,Stroke,74,,78.6773696241561,,80.37738893182977
2011,S08000031,,75plus years,,All,d,Stroke,393,,464.319470699433,,499.01162433450344
2011,S08000031,,All,d,All,d,Stroke,526,,46.3272855381363,,58.86207823817695
2011,S08000032,,under75 years,,All,d,Stroke,83,,13.6956690334323,,15.287355293609888
2011,S08000032,,0-44 years,,All,d,Stroke,4,,1.09312017489923,,1.0707458028647776
2011,S08000032,,45-64 years,,All,d,Stroke,34,,18.7133987935362,,19.217094458372863
2011,S08000032,,65-74 years,,All,d,Stroke,45,,77.0310520729912,,78.48343383018295
2011,S08000032,,75plus years,,All,d,Stroke,224,,491.346596766764,,513.3030083003076
2011,S08000032,,All,d,All,d,Stroke,307,,47.1133482704644,,60.108764064212686
2011,S92000003,d,under75 years,,All,d,Stroke,542,,11.0876629088627,,12.447488449400248
2011,S92000003,d,0-44 years,,All,d,Stroke,18,,0.610777577540758,,0.6362407796956201
2011,S92000003,d,45-64 years,,All,d,Stroke,179,,12.2899634940023,,12.498239976346404
2011,S92000003,d,65-74 years,,All,d,Stroke,345,,71.1663022401914,,73.06296070654086
2011,S92000003,d,75plus years,,All,d,Stroke,1991,,483.740864562276,,492.31983119337394
2011,S92000003,d,All,d,All,d,Stroke,2533,,47.7933545915961,,55.63599929635787
2012,S08000015,,under75 years,,All,d,Stroke,46,,13.5142678351612,,12.995372200242096
2012,S08000015,,0-44 years,,All,d,Stroke,1,,0.524697511884399,,0.514525798323528
2012,S08000015,,45-64 years,,All,d,Stroke,13,,12.0313555635765,,12.087278623128316
2012,S08000015,,65-74 years,,All,d,Stroke,32,,76.657723265619,,79.47443748568189
2012,S08000015,,75plus years,,All,d,Stroke,143,,435.457839763696,,437.5691830902406
2012,S08000015,,All,d,All,d,Stroke,189,,50.640372970366,,51.207015180341955
2012,S08000016,,under75 years,,All,d,Stroke,5,,4.87111041833096,,4.723471876624861
2012,S08000016,,0-44 years,,All,d,Stroke,1,,1.85054961323513,,2.2694262890341323
2012,S08000016,,45-64 years,,All,d,Stroke,1,,2.87811195855519,,3.0417041030248577
2012,S08000016,,65-74 years,,All,d,Stroke,3,,21.6403375892664,,21.588739279510516
2012,S08000016,,75plus years,,All,d,Stroke,50,,451.508036843056,,432.8632461791523
2012,S08000016,,All,d,All,d,Stroke,55,,48.3644037988041,,43.25605156385234
2012,S08000017,,under75 years,,All,d,Stroke,13,,9.60408986473009,,8.225713097421668
2012,S08000017,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S08000017,,45-64 years,,All,d,Stroke,5,,11.0329001081224,,10.98517343611002
2012,S08000017,,65-74 years,,All,d,Stroke,8,,42.4088210347752,,43.56502817223395
2012,S08000017,,75plus years,,All,d,Stroke,82,,529.681545119824,,557.3361769147896
2012,S08000017,,All,d,All,d,Stroke,95,,62.9806417395916,,57.64565484098478
2012,S08000019,,under75 years,,All,d,Stroke,26,,9.39700163363259,,10.504121107445348
2012,S08000019,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S08000019,,45-64 years,,All,d,Stroke,8,,9.63367934298307,,9.582038996091184
2012,S08000019,,65-74 years,,All,d,Stroke,18,,61.970667217517,,66.85247498867717
2012,S08000019,,75plus years,,All,d,Stroke,123,,548.960099973221,,557.3503726616665
2012,S08000019,,All,d,All,d,Stroke,149,,49.8177806011568,,59.720283747325254
2012,S08000020,,under75 years,,All,d,Stroke,51,,9.60759565209201,,10.799250119326157
2012,S08000020,,0-44 years,,All,d,Stroke,1,,0.308686753942702,,0.3169273620596294
2012,S08000020,,45-64 years,,All,d,Stroke,20,,12.868439508683,,13.087124983523571
2012,S08000020,,65-74 years,,All,d,Stroke,30,,58.299972793346,,58.934178213722454
2012,S08000020,,75plus years,,All,d,Stroke,217,,509.748649283533,,517.7302438265496
2012,S08000020,,All,d,All,d,Stroke,268,,46.7387513079874,,56.42303955297627
2012,S08000022,,under75 years,,All,d,Stroke,30,,10.3006060189875,,9.5184860128866
2012,S08000022,,0-44 years,,All,d,Stroke,1,,0.630668129816728,,0.7073952184436434
2012,S08000022,,45-64 years,,All,d,Stroke,10,,10.4150393167734,,10.383248502730522
2012,S08000022,,65-74 years,,All,d,Stroke,19,,51.8162975891786,,52.65017143374906
2012,S08000022,,75plus years,,All,d,Stroke,151,,528.804062335843,,533.9453103740801
2012,S08000022,,All,d,All,d,Stroke,181,,56.5978736710444,,56.71690020539401
2012,S08000024,,under75 years,,All,d,Stroke,65,,8.28906124468544,,10.295824713722636
2012,S08000024,,0-44 years,,All,d,Stroke,2,,0.400373949268617,,0.3885953276007116
2012,S08000024,,45-64 years,,All,d,Stroke,27,,12.5681355869087,,13.170733111474172
2012,S08000024,,65-74 years,,All,d,Stroke,36,,51.5729757607014,,53.99156893373866
2012,S08000024,,75plus years,,All,d,Stroke,250,,419.646154362641,,407.2344419356522
2012,S08000024,,All,d,All,d,Stroke,315,,37.3337758077133,,46.02030026369629
2012,S08000025,,under75 years,,All,d,Stroke,,c,,c,8.667906000933266
2012,S08000025,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S08000025,,45-64 years,,All,d,Stroke,,c,,c,15.29195878228956
2012,S08000025,,65-74 years,,All,d,Stroke,,c,,c,36.52786079564322
2012,S08000025,,75plus years,,All,d,Stroke,,c,,c,712.113607765757
2012,S08000025,,All,d,All,d,Stroke,16,,74.3149094287041,,71.97801915976741
2012,S08000026,,under75 years,,All,d,Stroke,,c,,c,4.4375595036387985
2012,S08000026,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S08000026,,45-64 years,,All,d,Stroke,0,,0,,0
2012,S08000026,,65-74 years,,All,d,Stroke,,c,,c,38.45884903153625
2012,S08000026,,75plus years,,All,d,Stroke,,c,,c,383.7088476062549
2012,S08000026,,All,d,All,d,Stroke,5,,21.54243860405,,38.57197543287425
2012,S08000028,,under75 years,,All,d,Stroke,,c,,c,31.194043220843337
2012,S08000028,,0-44 years,,All,d,Stroke,0,,0,,0
2012,S08000028,,45-64 years,,All,d,Stroke,,c,,c,22.794924547042793
2012,S08000028,,65-74 years,,All,d,Stroke,,c,,c,212.8183269142961
2012,S08000028,,75plus years,,All,d,Stroke,,c,,c,435.9985089296583
2012,S08000028,,All,d,All,d,Stroke,24,,87.0827285921626,,67.62644513463668
2012,S08000029,,under75 years,,All,d,Stroke,22,,6.53641376687583,,6.912684488348673
2012,S08000029,,0-44 years,,All,d,Stroke,3,,1.52233261952848,,1.4256487996123746
2012,S08000029,,45-64 years,,All,d,Stroke,4,,3.92191467874616,,3.847289409866211
2012,S08000029,,65-74 years,,All,d,Stroke,15,,39.9797435965777,,42.868198466591075
2012,S08000029,,75plus years,,All,d,Stroke,144,,485.928325571978,,474.7332785839292
2012,S08000029,,All,d,All,d,Stroke,166,,45.3291827093744,,49.01653795695093
2012,S08000030,,under75 years,,All,d,Stroke,38,,10.161514600492,,10.768990622253003
2012,S08000030,,0-44 years,,All,d,Stroke,1,,0.457245280085596,,0.6091045467043963
2012,S08000030,,45-64 years,,All,d,Stroke,10,,8.87508320390504,,8.926453399621476
2012,S08000030,,65-74 years,,All,d,Stroke,27,,63.4040954349051,,67.67004628695398
2012,S08000030,,75plus years,,All,d,Stroke,191,,505.558496559026,,513.629646881534
2012,S08000030,,All,d,All,d,Stroke,229,,55.617622771652,,56.02644968558829
2012,S08000031,,under75 years,,All,d,Stroke,98,,9.31766191339138,,11.300158920662406
2012,S08000031,,0-44 years,,All,d,Stroke,8,,1.22315555786596,,1.3203133137761858
2012,S08000031,,45-64 years,,All,d,Stroke,27,,8.97224585282858,,9.435451343742937
2012,S08000031,,65-74 years,,All,d,Stroke,63,,65.0880238036201,,67.33124592639783
2012,S08000031,,75plus years,,All,d,Stroke,380,,444.163919863478,,445.6579540295534
2012,S08000031,,All,d,All,d,Stroke,478,,42.028628706081,,50.39236048046259
2012,S08000032,,under75 years,,All,d,Stroke,79,,13.0450433788974,,14.63277909853481
2012,S08000032,,0-44 years,,All,d,Stroke,2,,0.551973858518061,,0.6313770138920982
2012,S08000032,,45-64 years,,All,d,Stroke,25,,13.6939029266609,,14.308118230924158
2012,S08000032,,65-74 years,,All,d,Stroke,52,,85.6742730043661,,87.45937200923852
2012,S08000032,,75plus years,,All,d,Stroke,215,,461.116115472054,,469.2743338445738
2012,S08000032,,All,d,All,d,Stroke,294,,45.0768145717703,,55.55051902567832
2012,S92000003,d,under75 years,,All,d,Stroke,485,,9.90777192186466,,10.918456100441972
2012,S92000003,d,0-44 years,,All,d,Stroke,20,,0.682368651711193,,0.7245050578026797
2012,S92000003,d,45-64 years,,All,d,Stroke,153,,10.5018079583113,,10.764578146548088
2012,S92000003,d,65-74 years,,All,d,Stroke,312,,61.503524625065,,63.732848679557186
2012,S92000003,d,75plus years,,All,d,Stroke,1979,,472.932444025972,,475.47963923463067
2012,S92000003,d,All,d,All,d,Stroke,2464,,46.3715748268594,,52.72896258251895
2013,S08000015,,under75 years,,All,d,Stroke,34,,10.0350340748436,,9.299924160351583
2013,S08000015,,0-44 years,,All,d,Stroke,1,,0.532833180587822,,0.5114071693706158
2013,S08000015,,45-64 years,,All,d,Stroke,8,,7.39932296194898,,7.214911343056717
2013,S08000015,,65-74 years,,All,d,Stroke,25,,58.1138566679839,,59.760186748093126
2013,S08000015,,75plus years,,All,d,Stroke,138,,412.839919825291,,426.1259854135419
2013,S08000015,,All,d,All,d,Stroke,172,,46.2067483344079,,46.814269673138725
2013,S08000016,,under75 years,,All,d,Stroke,9,,8.77184432900264,,7.252825016460674
2013,S08000016,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S08000016,,45-64 years,,All,d,Stroke,2,,5.74943942965561,,5.45710036971855
2013,S08000016,,65-74 years,,All,d,Stroke,7,,48.4966052376334,,49.0851349238457
2013,S08000016,,75plus years,,All,d,Stroke,49,,434.435676921713,,484.6344659856344
2013,S08000016,,All,d,All,d,Stroke,58,,50.9308043554619,,50.2171727036863
2013,S08000017,,under75 years,,All,d,Stroke,17,,12.6270128944085,,10.28989118571008
2013,S08000017,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S08000017,,45-64 years,,All,d,Stroke,6,,13.2831525348683,,12.683023359912491
2013,S08000017,,65-74 years,,All,d,Stroke,11,,56.7068769976286,,57.16952179637487
2013,S08000017,,75plus years,,All,d,Stroke,78,,498.466257668712,,507.426737070344
2013,S08000017,,All,d,All,d,Stroke,95,,63.2153313814213,,55.032207315327135
2013,S08000019,,under75 years,,All,d,Stroke,31,,11.1970757572474,,12.049978303365451
2013,S08000019,,0-44 years,,All,d,Stroke,1,,0.612985484503727,,0.5907292637150457
2013,S08000019,,45-64 years,,All,d,Stroke,14,,16.7184141390017,,17.928757117058108
2013,S08000019,,65-74 years,,All,d,Stroke,16,,53.3653525448603,,56.14634112034325
2013,S08000019,,75plus years,,All,d,Stroke,127,,556.724530948624,,575.2004783880836
2013,S08000019,,All,d,All,d,Stroke,158,,52.7246637968432,,62.7335233109901
2013,S08000020,,under75 years,,All,d,Stroke,47,,8.76996566651739,,10.332353864301083
2013,S08000020,,0-44 years,,All,d,Stroke,2,,0.612184304206624,,0.7055969608272105
2013,S08000020,,45-64 years,,All,d,Stroke,9,,5.77219086711134,,5.912413022039399
2013,S08000020,,65-74 years,,All,d,Stroke,36,,67.5409466989362,,70.99647816025575
2013,S08000020,,75plus years,,All,d,Stroke,194,,448.243992606285,,462.43953799241257
2013,S08000020,,All,d,All,d,Stroke,241,,41.6091160220994,,51.02200043583112
2013,S08000022,,under75 years,,All,d,Stroke,46,,15.76238546571,,14.40194671897439
2013,S08000022,,0-44 years,,All,d,Stroke,3,,1.90033382530865,,1.9180096899226504
2013,S08000022,,45-64 years,,All,d,Stroke,17,,17.7208856273194,,17.475308161370716
2013,S08000022,,65-74 years,,All,d,Stroke,26,,68.3580912317602,,70.84847256138308
2013,S08000022,,75plus years,,All,d,Stroke,151,,518.081383380224,,513.1140031433189
2013,S08000022,,All,d,All,d,Stroke,197,,61.3745404698112,,59.28603179716539
2013,S08000024,,under75 years,,All,d,Stroke,59,,7.47605760872595,,9.040879976456692
2013,S08000024,,0-44 years,,All,d,Stroke,4,,0.799756873910331,,0.8870794916491435
2013,S08000024,,45-64 years,,All,d,Stroke,23,,10.6050895207883,,11.077675713270512
2013,S08000024,,65-74 years,,All,d,Stroke,32,,44.3477417298391,,45.83422656255588
2013,S08000024,,75plus years,,All,d,Stroke,245,,404.731225427033,,395.98217450283875
2013,S08000024,,All,d,All,d,Stroke,304,,35.7764910794144,,43.86559648383108
2013,S08000025,,under75 years,,All,d,Stroke,,c,,c,20.16233522765278
2013,S08000025,,0-44 years,,All,d,Stroke,,c,,c,11.334309827718489
2013,S08000025,,45-64 years,,All,d,Stroke,,c,,c,14.974543276430069
2013,S08000025,,65-74 years,,All,d,Stroke,,c,,c,78.65660744706743
2013,S08000025,,75plus years,,All,d,Stroke,,c,,c,478.3427834988631
2013,S08000025,,All,d,All,d,Stroke,13,,60.2968460111317,,61.39857557206172
2013,S08000026,,under75 years,,All,d,Stroke,,c,,c,5.064060363599534
2013,S08000026,,0-44 years,,All,d,Stroke,,c,,c,8.533879501621437
2013,S08000026,,45-64 years,,All,d,Stroke,0,,0,,0
2013,S08000026,,65-74 years,,All,d,Stroke,0,,0,,0
2013,S08000026,,75plus years,,All,d,Stroke,,c,,c,914.7488530537026
2013,S08000026,,All,d,All,d,Stroke,14,,60.3448275862069,,86.93569170570882
2013,S08000028,,under75 years,,All,d,Stroke,,c,,c,3.836945177727301
2013,S08000028,,0-44 years,,All,d,Stroke,0,,0,,0
2013,S08000028,,45-64 years,,All,d,Stroke,0,,0,,0
2013,S08000028,,65-74 years,,All,d,Stroke,,c,,c,33.25352487363661
2013,S08000028,,75plus years,,All,d,Stroke,,c,,c,353.46988160873326
2013,S08000028,,All,d,All,d,Stroke,11,,40.1459854014599,,35.30390945651784
2013,S08000029,,under75 years,,All,d,Stroke,30,,8.9047987960712,,8.977170408707494
2013,S08000029,,0-44 years,,All,d,Stroke,1,,0.511265740593989,,0.5157540766675802
2013,S08000029,,45-64 years,,All,d,Stroke,8,,7.82090135888161,,7.924212184471207
2013,S08000029,,65-74 years,,All,d,Stroke,21,,53.8268313938586,,55.15049182512815
2013,S08000029,,75plus years,,All,d,Stroke,147,,489.95100489951,,492.9303732341592
2013,S08000029,,All,d,All,d,Stroke,177,,48.2420278004906,,52.53295866299814
2013,S08000030,,under75 years,,All,d,Stroke,30,,8.02293489655763,,8.22465960009895
2013,S08000030,,0-44 years,,All,d,Stroke,1,,0.459890638006282,,0.6211290351204103
2013,S08000030,,45-64 years,,All,d,Stroke,8,,7.10700484164705,,7.144247588749769
2013,S08000030,,65-74 years,,All,d,Stroke,21,,47.8142076502732,,50.05528520101272
2013,S08000030,,75plus years,,All,d,Stroke,172,,449.884913161749,,465.3986515832712
2013,S08000030,,All,d,All,d,Stroke,202,,49.0100931677019,,49.370318878584456
2013,S08000031,,under75 years,,All,d,Stroke,143,,13.5958311188608,,16.618259747681552
2013,S08000031,,0-44 years,,All,d,Stroke,3,,0.461338311686315,,0.4685296788333206
